rel_type,source_id,source_type,target_id,target_type
HAS_INTERVIEW,APP-2ff3cde4-6aa4-4c9f-9217-04753d959e3f,Application,INT-0b251279-785a-45d0-9f92-a62163f4c69d,Interview
HAS_INTERVIEW,APP-b74eba93-1027-4b53-a285-b2efcfbe4fe9,Application,INT-e2c328aa-3310-4475-8a86-22250b36e356,Interview
HAS_INTERVIEW,APP-b74eba93-1027-4b53-a285-b2efcfbe4fe9,Application,INT-7930ba20-8b04-4f49-90be-73eefd372539,Interview
HAS_INTERVIEW,APP-be4969ec-6667-43bb-a3b5-63606fdc0bad,Application,INT-5e0a72ab-7f5d-4163-b12b-66807f072cb9,Interview
HAS_INTERVIEW,APP-be4969ec-6667-43bb-a3b5-63606fdc0bad,Application,INT-febec0db-9a3a-4103-ae3c-453214348f62,Interview
HAS_INTERVIEW,APP-ba108217-0ad7-49a2-b277-16ec59fefbbc,Application,INT-67fd64c4-a334-458a-abd2-b5121335e5db,Interview
HAS_INTERVIEW,APP-a6499cdc-507b-4072-a5e5-8f345df06e8c,Application,INT-848af440-7fc1-4858-afa0-d842bc55300b,Interview
HAS_INTERVIEW,APP-b5a5f8e6-b639-4f04-a852-4385d9f2dd0d,Application,INT-cac4d0eb-3373-430e-bc31-a5971f119c0f,Interview
HAS_INTERVIEW,APP-b5a5f8e6-b639-4f04-a852-4385d9f2dd0d,Application,INT-5e70f65f-9280-45aa-8dd4-595b5c63b6f3,Interview
HAS_INTERVIEW,APP-20156a72-12e1-43a6-932c-ae01d2c65ee4,Application,INT-20da8972-5832-4ee4-8471-b4b0ae1b9f69,Interview
HAS_INTERVIEW,APP-20156a72-12e1-43a6-932c-ae01d2c65ee4,Application,INT-272c0588-84a2-476c-9fc9-05f8d4d60735,Interview
HAS_INTERVIEW,APP-20156a72-12e1-43a6-932c-ae01d2c65ee4,Application,INT-5894f7f1-39b8-4bb2-b596-ca7cef4afa88,Interview
HAS_INTERVIEW,APP-20156a72-12e1-43a6-932c-ae01d2c65ee4,Application,INT-46426c45-8d03-417a-b4d3-75c1a29319fa,Interview
HAS_INTERVIEW,APP-4a27ebf2-8baa-4744-a08d-d21be3954cb1,Application,INT-b048faa1-12ae-4c22-b41b-77f54c24a053,Interview
HAS_INTERVIEW,APP-4a27ebf2-8baa-4744-a08d-d21be3954cb1,Application,INT-5716dc2e-343a-4a2a-b6e5-ae787bf7e1d3,Interview
