rel_type,source_id,source_type,target_id,target_type
HAS_DEPARTMENT,CMP-0,Company,CMP-0-DEPT-Sales,Department
HAS_DEPARTMENT,CMP-0,Company,CMP-0-DEPT-Finance,Department
HAS_DEPARTMENT,CMP-0,Company,CMP-0-DEPT-Engineering,Department
HAS_DEPARTMENT,CMP-0,Company,CMP-0-DEPT-Product,Department
HAS_DEPARTMENT,CMP-1,Company,CMP-1-DEPT-Engineering,Department
HAS_DEPARTMENT,CMP-1,Company,CMP-1-DEPT-Design,Department
HAS_DEPARTMENT,CMP-1,Company,CMP-1-DEPT-Marketing,Department
HAS_DEPARTMENT,CMP-1,Company,CMP-1-DEPT-Sales,Department
HAS_DEPARTMENT,CMP-1,Company,CMP-1-DEPT-Finance,Department
HAS_DEPARTMENT,CMP-1,Company,CMP-1-DEPT-HR,Department
HAS_DEPARTMENT,CMP-1,Company,CMP-1-DEPT-Product,Department
HAS_DEPARTMENT,CMP-2,Company,CMP-2-DEPT-Finance,Department
HAS_DEPARTMENT,CMP-2,Company,CMP-2-DEPT-Marketing,Department
HAS_DEPARTMENT,CMP-2,Company,CMP-2-DEPT-Design,Department
HAS_DEPARTMENT,CMP-3,Company,CMP-3-DEPT-HR,Department
HAS_DEPARTMENT,CMP-3,Company,CMP-3-DEPT-Engineering,Department
HAS_DEPARTMENT,CMP-3,Company,CMP-3-DEPT-Marketing,Department
HAS_DEPARTMENT,CMP-3,Company,CMP-3-DEPT-Sales,Department
HAS_DEPARTMENT,CMP-3,Company,CMP-3-DEPT-Finance,Department
HAS_DEPARTMENT,CMP-4,Company,CMP-4-DEPT-Design,Department
HAS_DEPARTMENT,CMP-4,Company,CMP-4-DEPT-Finance,Department
HAS_DEPARTMENT,CMP-4,Company,CMP-4-DEPT-HR,Department
HAS_DEPARTMENT,CMP-4,Company,CMP-4-DEPT-Product,Department
HAS_DEPARTMENT,CMP-4,Company,CMP-4-DEPT-Engineering,Department
HAS_DEPARTMENT,CMP-4,Company,CMP-4-DEPT-Marketing,Department
HAS_DEPARTMENT,CMP-5,Company,CMP-5-DEPT-Product,Department
HAS_DEPARTMENT,CMP-5,Company,CMP-5-DEPT-Design,Department
HAS_DEPARTMENT,CMP-5,Company,CMP-5-DEPT-Marketing,Department
HAS_DEPARTMENT,CMP-5,Company,CMP-5-DEPT-HR,Department
HAS_DEPARTMENT,CMP-5,Company,CMP-5-DEPT-Sales,Department
HAS_DEPARTMENT,CMP-6,Company,CMP-6-DEPT-Sales,Department
HAS_DEPARTMENT,CMP-6,Company,CMP-6-DEPT-Engineering,Department
HAS_DEPARTMENT,CMP-6,Company,CMP-6-DEPT-Design,Department
HAS_DEPARTMENT,CMP-7,Company,CMP-7-DEPT-Sales,Department
HAS_DEPARTMENT,CMP-7,Company,CMP-7-DEPT-Marketing,Department
HAS_DEPARTMENT,CMP-7,Company,CMP-7-DEPT-Product,Department
HAS_DEPARTMENT,CMP-8,Company,CMP-8-DEPT-Marketing,Department
HAS_DEPARTMENT,CMP-8,Company,CMP-8-DEPT-HR,Department
HAS_DEPARTMENT,CMP-8,Company,CMP-8-DEPT-Design,Department
HAS_DEPARTMENT,CMP-9,Company,CMP-9-DEPT-HR,Department
HAS_DEPARTMENT,CMP-9,Company,CMP-9-DEPT-Engineering,Department
HAS_DEPARTMENT,CMP-9,Company,CMP-9-DEPT-Design,Department
HAS_DEPARTMENT,CMP-9,Company,CMP-9-DEPT-Marketing,Department
HAS_DEPARTMENT,CMP-9,Company,CMP-9-DEPT-Sales,Department
HAS_DEPARTMENT,CMP-9,Company,CMP-9-DEPT-Product,Department
